Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
1;19300156903;"Foundations and Trends in Machine Learning";journal;"19358245, 19358237";37,044;Q1;39;3;13;897;955;13;100,11;299,00;United States;Northern America;"Now Publishers Inc";"2008-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
2;21101101212;"AI Open";journal;"26666510";8,119;Q1;16;21;46;1045;1720;44;18,17;49,76;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
3;21101007236;"Nature Machine Intelligence";journal;"25225839";5,940;Q1;67;176;428;8504;7872;304;14,59;48,32;Switzerland;Western Europe;"Springer International Publishing";"2019-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
4;21100274221;"IEEE Transactions on Cybernetics";journal;"21682275, 21682267";5,641;Q1;185;797;2103;31222;26174;2103;10,59;39,17;United States;Northern America;"IEEE Advancing Technology for Humanity";"2013-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
5;21101073279;"Annual Review of Control, Robotics, and Autonomous Systems";journal;"25735144";4,633;Q1;36;18;70;2223;1203;70;13,64;123,50;United States;Northern America;"Annual Reviews Inc.";"2018-2023";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1)";"Computer Science; Engineering"
6;21101049047;"Transactions of the Association for Computational Linguistics";journal;"2307387X";4,006;Q1;56;97;232;5911;5002;232;15,63;60,94;United States;Northern America;"MIT Press Journals";"2019-2023";"Artificial Intelligence (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
7;21100262320;"IEEE Transactions on Systems, Man, and Cybernetics: Systems";journal;"21682216, 21682232";3,992;Q1;171;682;1809;30712;17917;1803;10,19;45,03;United States;Northern America;"IEEE Advancing Technology for Humanity";"2011-2023";"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
8;19700177034;"IEEE Transactions on Affective Computing";journal;"19493045";2,645;Q1;91;324;313;17779;3100;308;9,54;54,87;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2010-2023";"Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
9;19419;"Computers in Human Behavior";journal;"07475632";2,641;Q1;251;425;1112;34735;14865;1093;12,72;81,73;United Kingdom;Western Europe;"Elsevier Ltd";"1985-2024";"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Computer Science; Psychology"
10;21100900379;"IEEE Robotics and Automation Letters";journal;"23773766";2,119;Q1;104;1093;3600;34552;21816;3595;5,46;31,61;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
11;21101020041;"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies";journal;"24749567";1,905;Q1;36;200;516;14699;3133;516;5,28;73,50;United States;Northern America;"Association for Computing Machinery (ACM)";"2017, 2019-2023";"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Human-Computer Interaction (Q1)";"Computer Science"
12;26199;"ACM Transactions on Computer-Human Interaction";journal;"10730516, 15577325";1,842;Q1;107;113;133;12666;935;133;6,30;112,09;United States;Northern America;"Association for Computing Machinery (ACM)";"1994-1995, 1997-2023";"Human-Computer Interaction (Q1)";"Computer Science"
13;21101019738;"Human Behavior and Emerging Technologies";journal;"25781863";1,797;Q1;34;69;206;4970;2047;204;6,26;72,03;United States;Northern America;"John Wiley &amp; Sons Inc.";"2019-2023";"Human-Computer Interaction (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Psychology; Social Sciences"
14;21100364916;"IEEE Transactions on Computational Social Systems";journal;"2329924X";1,716;Q1;55;514;455;14953;3070;447;6,53;29,09;United States;Northern America;"IEEE Systems, Man, and Cybernetics Society";"2014-2023";"Human-Computer Interaction (Q1); Modeling and Simulation (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Mathematics; Social Sciences"
15;21100338508;"IEEE Transactions on Emerging Topics in Computing";journal;"21686750";1,573;Q1;61;149;448;3170;2213;425;5,09;21,28;United States;Northern America;"IEEE Computer Society";"2013-2023";"Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Human-Computer Interaction (Q1); Information Systems (Q1)";"Computer Science"
16;4700152632;"International Journal of Computer-Supported Collaborative Learning";journal;"15561607, 15561615";1,528;Q1;67;26;65;1678;345;53;4,36;64,54;United States;Northern America;"Springer Publishing Company";"2006-2023";"Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
17;21101145520;"Cyborg and Bionic Systems";journal;"20971087, 26927632";1,508;Q1;17;50;56;2934;517;54;9,23;58,68;United States;Northern America;"American Association for the Advancement of Science";"2020-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
18;21101039775;"Machine Learning: Science and Technology";journal;"26322153";1,506;Q1;31;197;296;11307;1965;296;6,58;57,40;United Kingdom;Western Europe;"Institute of Physics Publishing";"2020-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
19;25019;"Human-Computer Interaction";journal;"15327051, 07370024";1,437;Q1;78;35;68;3632;395;57;5,43;103,77;United States;Northern America;"Taylor and Francis Ltd.";"1985-1987, 1989-2023";"Applied Psychology (Q1); Human-Computer Interaction (Q1)";"Computer Science; Psychology"
20;19700176047;"Cyberpsychology, Behavior, and Social Networking";journal;"21522715, 21522723";1,436;Q1;180;131;409;5103;2479;365;5,33;38,95;United States;Northern America;"Mary Ann Liebert Inc.";"2010-2023";"Applied Psychology (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1)";"Computer Science; Medicine; Psychology; Social Sciences"
21;12960;"International Journal of Human Computer Studies";journal;"10959300, 10715819";1,435;Q1;145;124;291;9662;2386;290;7,74;77,92;United States;Northern America;"Academic Press";"1994-2024";"Education (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science; Engineering; Social Sciences"
22;21101078838;"Computers in Human Behavior Reports";journal;"24519588";1,365;Q1;22;81;209;5971;1446;207;6,45;73,72;United Kingdom;Western Europe;"Elsevier B.V.";"2020-2023";"Applied Psychology (Q1); Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Neuroscience (miscellaneous) (Q1)";"Computer Science; Neuroscience; Psychology"
23;144702;"Virtual Reality";journal;"13594338";1,354;Q1;64;222;249;14045;1917;249;7,42;63,27;United Kingdom;Western Europe;"Springer London";"1995, 1998-2000, 2002, 2004-2023";"Computer Graphics and Computer-Aided Design (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
24;21100979314;"ACM Transactions on Human-Robot Interaction";journal;"25739522";1,342;Q1;22;54;108;4920;587;107;4,62;91,11;United States;Northern America;"Association for Computing Machinery (ACM)";"2018-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1)";"Computer Science"
25;4700152784;"Journal of Internet Commerce";journal;"1533287X, 15332861";1,338;Q1;39;23;58;2076;476;58;7,43;90,26;United States;Northern America;"Routledge";"2002-2023";"Human-Computer Interaction (Q1); Management of Technology and Innovation (Q1)";"Business, Management and Accounting; Computer Science"
26;21100970248;"CAAI Transactions on Intelligence Technology";journal;"24686557, 24682322";1,322;Q1;34;158;144;7974;1158;139;8,89;50,47;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2017-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1)";"Computer Science"
27;24305;"International Journal of Intelligent Systems";journal;"1098111X, 08848173";1,264;Q1;106;179;848;9718;5227;846;5,81;54,29;United Kingdom;Western Europe;"Wiley-Hindawi";"1986-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
28;23715;"Science Technology and Human Values";journal;"01622439, 15528251";1,232;Q1;92;83;171;5069;729;156;3,51;61,07;United States;Northern America;"SAGE Publications Inc.";"1976-2023";"Anthropology (Q1); Economics and Econometrics (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Computer Science; Economics, Econometrics and Finance; Engineering; Social Sciences"
29;19500157063;"International Journal of Social Robotics";journal;"18754805, 18754791";1,159;Q1;75;149;366;10688;2038;354;5,09;71,73;Germany;Western Europe;"Springer Verlag";"2009-2023";"Computer Science (miscellaneous) (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Psychology (Q1)";"Arts and Humanities; Computer Science; Engineering; Psychology"
30;19700200832;"Technology, Knowledge and Learning";journal;"22111662, 22111670";1,153;Q1;39;119;168;8035;1027;167;6,29;67,52;United States;Northern America;"Springer Science + Business Media";"2011-2023";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Education (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Mathematics (miscellaneous) (Q1); Theoretical Computer Science (Q1)";"Computer Science; Engineering; Mathematics; Social Sciences"
31;21100228541;"International Journal of Child-Computer Interaction";journal;"22128689";1,142;Q1;39;48;157;3265;728;149;4,39;68,02;Netherlands;Western Europe;"Elsevier B.V.";"2013-2023";"Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
32;21100285028;"IEEE Transactions on Human-Machine Systems";journal;"21682291";1,139;Q1;138;102;250;4867;1255;250;4,45;47,72;United States;Northern America;"IEEE Systems, Man, and Cybernetics Society";"2013-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Artificial Intelligence (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Social Sciences"
33;21101060161;"IEEE Transactions on Medical Robotics and Bionics";journal;"25763202";1,102;Q1;23;94;280;5192;1144;273;3,82;55,23;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019-2023";"Biomedical Engineering (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Human-Computer Interaction (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering; Mathematics"
34;21100907392;"Visual Informatics";journal;"25432656, 2468502X";1,096;Q1;22;33;93;1563;439;93;5,12;47,36;Netherlands;Western Europe;"Elsevier B.V.";"2017-2023";"Computer Graphics and Computer-Aided Design (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
35;19900191735;"Topics in Cognitive Science";journal;"17568765, 17568757";1,068;Q2;73;85;184;6385;527;156;2,61;75,12;United States;Northern America;"Wiley-Blackwell";"2009-2023";"Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2); Cognitive Neuroscience (Q2); Human-Computer Interaction (Q2)";"Computer Science; Neuroscience; Psychology; Social Sciences"
36;27869;"Computer Speech and Language";journal;"08852308, 10958363";1,050;Q2;83;82;236;4660;1504;234;6,10;56,83;United States;Northern America;"Academic Press";"1986-1987, 1989-2024";"Software (Q1); Theoretical Computer Science (Q1); Human-Computer Interaction (Q2)";"Computer Science; Mathematics"
37;18947;"User Modeling and User-Adapted Interaction";journal;"15731391, 09241868";1,038;Q2;86;48;85;4073;440;79;4,86;84,85;Netherlands;Western Europe;"Springer Netherlands";"1991-2023";"Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q2)";"Computer Science; Social Sciences"
38;19420;"International Journal of Human-Computer Interaction";journal;"15327590, 10447318";1,025;Q2;90;726;460;55426;3088;457;5,86;76,34;United States;Northern America;"Taylor and Francis Ltd.";"1989-1996, 1998-2023";"Computer Science Applications (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q2)";"Computer Science; Social Sciences"
39;12125;"Behaviour and Information Technology";journal;"13623001, 0144929X";1,006;Q2;95;349;404;29625;2359;397;5,70;84,89;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-2023";"Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science; Psychology; Social Sciences"
40;11600153433;"Games and Culture";journal;"15554139, 15554120";0,997;Q2;60;123;163;6410;691;162;3,93;52,11;United States;Northern America;"SAGE Publications Inc.";"2006-2023";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Applied Psychology (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science; Psychology; Social Sciences"
41;21100301601;"ACM Transactions on Interactive Intelligent Systems";journal;"21606463, 21606455";0,991;Q2;45;31;91;2831;502;85;4,82;91,32;United States;Northern America;"Association for Computing Machinery (ACM)";"2011-2023";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2)";"Computer Science"
42;21100908414;"Proceedings of the ACM on Human-Computer Interaction";journal;"25730142";0,979;Q2;62;443;1361;36477;5980;1345;4,06;82,34;United States;Northern America;"Association for Computing Machinery (ACM)";"2017-2023";"Computer Networks and Communications (Q1); Social Sciences (miscellaneous) (Q1); Human-Computer Interaction (Q2)";"Computer Science; Social Sciences"
43;23616;"AI and Society";journal;"09515666, 14355655";0,976;Q2;45;380;430;19687;2058;385;4,15;51,81;United Kingdom;Western Europe;"Springer London";"1987-1996, 1998-2023";"Philosophy (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science"
44;5100155079;"IET Control Theory and Applications";journal;"17518644, 17518652";0,957;Q2;122;209;687;8329;1979;685;2,50;39,85;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2007-2023";"Control and Optimization (Q1); Electrical and Electronic Engineering (Q1); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2)";"Computer Science; Engineering; Mathematics"
45;21101130817;"Wearable Technologies";journal;"26317176";0,919;Q2;12;28;54;1236;236;53;3,89;44,14;United Kingdom;Western Europe;"Cambridge University Press";"2020-2023";"Biomedical Engineering (Q1); Rehabilitation (Q1); Human-Computer Interaction (Q2)";"Computer Science; Engineering; Medicine"
46;21101060163;"Virtual Reality and Intelligent Hardware";journal;"20965796, 26661209";0,907;Q2;20;38;114;1498;464;107;3,65;39,42;China;Asiatic Region;"KeAi Communications Co.";"2019-2023";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Computer Science"
47;12100154405;"IEEE Transactions on Haptics";journal;"23294051, 19391412";0,896;Q2;67;120;256;3884;799;251;2,61;32,37;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2008-2023";"Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Computer Science"
48;15703;"Knowledge and Information Systems";journal;"02191377, 02193116";0,860;Q2;92;197;401;11081;1465;401;3,67;56,25;United Kingdom;Western Europe;"Springer London";"1999-2023";"Information Systems (Q1); Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
49;21100337101;"IEEE Consumer Electronics Magazine";trade journal;"21622256, 21622248";0,829;Q2;50;88;283;1143;1024;279;3,57;12,99;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2012, 2014-2023";"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2)";"Computer Science; Engineering"
50;21100820602;"Journal of Computational Design and Engineering";journal;"22885048, 22884300";0,827;Q2;45;125;299;7595;1541;298;5,23;60,76;United Kingdom;Western Europe;"Oxford University Press";"2014-2023";"Computational Mechanics (Q1); Computer Graphics and Computer-Aided Design (Q1); Engineering (miscellaneous) (Q1); Modeling and Simulation (Q1); Computational Mathematics (Q2); Human-Computer Interaction (Q2)";"Computer Science; Engineering; Mathematics"
51;145669;"Electronic Commerce Research";journal;"13895753";0,811;Q2;53;233;210;14421;1175;209;5,40;61,89;Netherlands;Western Europe;"Kluwer Academic Publishers";"2001-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Human-Computer Interaction (Q2)";"Computer Science; Economics, Econometrics and Finance"
52;21100935201;"ACM Transactions on Cyber-Physical Systems";journal;"23789638, 2378962X";0,806;Q2;23;31;107;1641;319;100;2,55;52,94;United States;Northern America;"Association for Computing Machinery (ACM)";"2017-2023";"Control and Optimization (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2)";"Computer Science; Mathematics"
53;14879;"Web Semantics";journal;"15708268";0,806;Q2;89;31;66;2074;227;64;3,23;66,90;Netherlands;Western Europe;"Elsevier B.V.";"2003-2023";"Computer Networks and Communications (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
54;21101107986;"Frontiers in Virtual Reality";journal;"26734192";0,803;Q2;22;132;403;7021;1704;381;3,86;53,19;Switzerland;Western Europe;"Frontiers Media SA";"2020-2023";"Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Computer Science"
55;25028;"Computers and Graphics";journal;"00978493";0,791;Q2;82;229;468;10845;1211;399;2,59;47,36;United Kingdom;Western Europe;"Elsevier Ltd";"1975-1980, 1982-2023";"Engineering (miscellaneous) (Q1); Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering"
56;21101024218;"Applied System Innovation";journal;"25715577";0,788;Q2;27;113;281;5855;1548;275;5,50;51,81;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2023";"Industrial and Manufacturing Engineering (Q1); Applied Mathematics (Q2); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Information Systems (Q2)";"Computer Science; Engineering; Mathematics"
57;24173;"Connection Science";journal;"13600494, 09540091";0,763;Q2;49;92;213;3904;881;212;4,23;42,43;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2023";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
58;21101062832;"Frontiers in Computer Science";journal;"26249898";0,746;Q2;21;177;354;9851;1100;324;2,76;55,66;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Computer Science (miscellaneous) (Q1); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2)";"Computer Science"
59;21101048389;"CCF Transactions on Pervasive Computing and Interaction";journal;"25245228, 2524521X";0,690;Q2;13;27;85;1337;293;82;2,80;49,52;Germany;Western Europe;"Springer Verlag";"2019-2023";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Computer Science"
60;21100902636;"Behavioral Science and Policy";journal;"23794607, 23794615";0,679;Q2;10;6;59;271;108;46;0,77;45,17;United States;Northern America;"Brookings Institution Press";"2018-2023";"Development (Q1); Human-Computer Interaction (Q2); Public Health, Environmental and Occupational Health (Q2); Behavioral Neuroscience (Q3)";"Computer Science; Medicine; Neuroscience; Social Sciences"
61;17700156101;"Journal on Multimodal User Interfaces";journal;"17837677, 17838738";0,678;Q2;33;20;87;1037;297;82;3,03;51,85;Germany;Western Europe;"Springer Verlag";"2008-2023";"Human-Computer Interaction (Q2); Signal Processing (Q2)";"Computer Science"
62;19700177337;"Social Network Analysis and Mining";journal;"18695450, 18695469";0,667;Q2;48;151;382;7866;1388;382;3,49;52,09;Austria;Western Europe;"Springer-Verlag Wien";"2011-2023";"Communication (Q1); Media Technology (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
63;21100897717;"Informatics";journal;"22279709";0,663;Q2;30;89;241;5243;1134;240;4,76;58,91;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2014-2023";"Communication (Q1); Computer Networks and Communications (Q2); Human-Computer Interaction (Q2)";"Computer Science; Social Sciences"
64;19400158708;"Entertainment Computing";journal;"18759521";0,659;Q2;39;66;151;3714;632;150;4,14;56,27;Netherlands;Western Europe;"Elsevier B.V.";"2009-2024";"Computer Science Applications (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
65;21101113246;"Journal of Technology in Behavioral Science";journal;"23665963";0,638;Q2;19;97;159;4454;486;151;2,98;45,92;United States;Northern America;"Springer";"2016-2023";"Applied Psychology (Q2); Computer Science Applications (Q2); Health (social science) (Q2); Human-Computer Interaction (Q2)";"Computer Science; Psychology; Social Sciences"
66;145523;"Cognition, Technology and Work";journal;"14355558, 14355566";0,629;Q2;52;27;154;1572;531;153;3,64;58,22;United Kingdom;Western Europe;"Springer London";"2002-2023";"Philosophy (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science"
67;25061;"Displays";journal;"01419382";0,629;Q2;66;205;243;10076;1082;242;4,48;49,15;Netherlands;Western Europe;"Elsevier B.V.";"1979-2023";"Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2)";"Computer Science; Engineering"
68;21100886391;"Computers";journal;"2073431X";0,616;Q3;39;260;455;13256;1777;449;3,94;50,98;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2023";"Computer Networks and Communications (Q2); Human-Computer Interaction (Q3)";"Computer Science"
69;2600147401;"Universal Access in the Information Society";journal;"16155289, 16155297";0,611;Q3;52;201;224;11529;821;218;3,46;57,36;Germany;Western Europe;"Springer Verlag";"2003-2023";"Computer Networks and Communications (Q2); Information Systems (Q2); Software (Q2); Human-Computer Interaction (Q3)";"Computer Science"
