Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
1;19300156903;"Foundations and Trends in Machine Learning";journal;"19358245, 19358237";37,044;Q1;39;3;13;897;955;13;100,11;299,00;United States;Northern America;"Now Publishers Inc";"2008-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
2;17700156773;"Synthesis Lectures on Artificial Intelligence and Machine Learning";book series;"19394616, 19394608";9,129;Q1;30;13;37;234;370;4;0,36;18,00;United States;Northern America;"Springer International Publishing";"2009-2023";"Artificial Intelligence (Q1)";"Computer Science"
3;21101101212;"AI Open";journal;"26666510";8,119;Q1;16;21;46;1045;1720;44;18,17;49,76;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
4;72242;"International Journal of Computer Vision";journal;"09205691, 15731405";6,668;Q1;221;218;471;15857;8320;457;16,03;72,74;Netherlands;Western Europe;"Springer Netherlands";"1987-2023";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)";"Computer Science"
5;21100886132;"Science Robotics";journal;"24709476";6,601;Q1;101;94;297;3891;5224;233;16,40;41,39;United States;Northern America;"American Association for the Advancement of Science";"2016-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Optimization (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
6;24254;"IEEE Transactions on Pattern Analysis and Machine Intelligence";journal;"01628828";6,158;Q1;417;1132;1248;79813;26320;1236;19,32;70,51;United States;Northern America;"IEEE Computer Society";"1978-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)";"Computer Science; Mathematics"
7;21101007236;"Nature Machine Intelligence";journal;"25225839";5,940;Q1;67;176;428;8504;7872;304;14,59;48,32;Switzerland;Western Europe;"Springer International Publishing";"2019-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
8;15631;"International Journal of Information Management";journal;"02684012";5,775;Q1;177;95;464;9818;13119;450;24,28;103,35;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2024";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Marketing (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
9;21100367773;"IEEE/CAA Journal of Automatica Sinica";journal;"23299266, 23299274";4,696;Q1;83;240;510;10198;6783;458;14,59;42,49;United States;Northern America;"IEEE Advancing Technology for Humanity";"2014-2023";"Artificial Intelligence (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Information Systems (Q1)";"Computer Science; Engineering; Mathematics"
10;21101073279;"Annual Review of Control, Robotics, and Autonomous Systems";journal;"25735144";4,633;Q1;36;18;70;2223;1203;70;13,64;123,50;United States;Northern America;"Annual Reviews Inc.";"2018-2023";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1)";"Computer Science; Engineering"
11;21100869486;"Computational Visual Media";journal;"20960662, 20960433";4,608;Q1;27;63;110;3855;1648;106;19,84;61,19;China;Asiatic Region;"Tsinghua University Press";"2015-2023";"Artificial Intelligence (Q1); Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1)";"Computer Science"
12;18050;"International Journal of Robotics Research";journal;"02783649, 17413176";4,346;Q1;190;92;216;5524;2531;208;9,24;60,04;United States;Northern America;"SAGE Publications Inc.";"1982-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Electrical and Electronic Engineering (Q1); Mechanical Engineering (Q1); Modeling and Simulation (Q1); Software (Q1)";"Computer Science; Engineering; Mathematics"
13;24242;"IEEE Transactions on Fuzzy Systems";journal;"10636706";4,204;Q1;218;426;1070;16592;11768;1062;10,99;38,95;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1993-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Control and Systems Engineering (Q1)";"Computer Science; Engineering; Mathematics"
14;21100235616;"IEEE Transactions on Neural Networks and Learning Systems";journal;"2162237X, 21622388";4,170;Q1;251;1818;1894;46076;23364;1884;11,83;25,34;United States;Northern America;"IEEE Computational Intelligence Society";"2012-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Software (Q1)";"Computer Science"
15;21101049047;"Transactions of the Association for Computational Linguistics";journal;"2307387X";4,006;Q1;56;97;232;5911;5002;232;15,63;60,94;United States;Northern America;"MIT Press Journals";"2019-2023";"Artificial Intelligence (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
16;21100854831;"IEEE Transactions on Cognitive Communications and Networking";journal;"23327731";3,371;Q1;54;156;351;5084;2955;346;8,00;32,59;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1)";"Computer Science"
17;24141;"Artificial Intelligence Review";journal;"02692821, 15737462";3,260;Q1;115;447;490;54420;9187;489;18,42;121,74;Netherlands;Western Europe;"Springer Netherlands";"1986-2023";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
18;21101074919;"Computers and Education: Artificial Intelligence";journal;"2666920X";3,227;Q1;29;79;106;5426;2196;105;18,85;68,68;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
19;23127;"Journal of the ACM";journal;"00045411, 1557735X";2,866;Q1;140;36;133;1634;546;122;3,53;45,39;United States;Northern America;"Association for Computing Machinery (ACM)";"1954-2023";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
20;20969;"Journal of Machine Learning Research";journal;"15337928, 15324435";2,796;Q1;261;2;892;129;8472;892;5,56;64,50;United States;Northern America;"Microtome Publishing";"2001-2022";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Software (Q1); Statistics and Probability (Q1)";"Computer Science; Engineering; Mathematics"
21;24823;"Pattern Recognition";journal;"00313203";2,732;Q1;245;776;1594;35674;15242;1591;9,32;45,97;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2024";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
22;24804;"Neural Networks";journal;"08936080, 18792782";2,605;Q1;173;546;1124;29315;9914;1119;7,03;53,69;United Kingdom;Western Europe;"Elsevier Ltd";"1988-2023";"Artificial Intelligence (Q1); Cognitive Neuroscience (Q1)";"Computer Science; Neuroscience"
23;21101055750;"Radiology: Artificial Intelligence";journal;"26386100";2,602;Q1;35;59;208;1355;1735;169;7,21;22,97;United States;Northern America;"Radiological Society of North America Inc.";"2019-2023";"Artificial Intelligence (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
24;21101158600;"Journal of Metaverse";journal;"27920232";2,516;Q1;10;20;15;966;318;15;21,20;48,30;Turkey;Middle East;"Izmir Academy Association";"2021-2023";"Artificial Intelligence (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
25;21100976127;"IEEE Transactions on Intelligent Vehicles";journal;"23798858";2,469;Q1;57;513;204;19021;2703;202;14,68;37,08;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Automotive Engineering (Q1); Control and Optimization (Q1)";"Computer Science; Engineering; Mathematics"
26;21100779064;"Soft Robotics";journal;"21695172";2,430;Q1;80;118;223;5582;2332;223;8,77;47,31;United States;Northern America;"Mary Ann Liebert Inc.";"2014-2023";"Artificial Intelligence (Q1); Biophysics (Q1); Control and Systems Engineering (Q1)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering"
27;15134;"Information Sciences";journal;"00200255";2,238;Q1;227;1367;3554;61452;29548;3543;7,89;44,95;United States;Northern America;"Elsevier Inc.";"1968-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Decision Sciences; Engineering; Mathematics"
28;24772;"Knowledge-Based Systems";journal;"09507051";2,219;Q1;169;897;2840;49776;25794;2839;8,47;55,49;Netherlands;Western Europe;"Elsevier B.V.";"1987-2023";"Artificial Intelligence (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
29;110111;"IEEE Intelligent Systems";journal;"15411672";2,195;Q1;140;51;207;913;1526;197;6,51;17,90;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2001-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1)";"Computer Science"
30;21101047378;"Energy and AI";journal;"26665468";2,160;Q1;33;100;164;5416;2080;160;11,94;54,16;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Artificial Intelligence (Q1); Energy (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)";"Computer Science; Energy; Engineering"
31;21101081610;"International Journal of Information Management Data Insights";journal;"26670968";2,137;Q1;34;65;137;5733;2127;137;15,53;88,20;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Artificial Intelligence (Q1); Industrial and Manufacturing Engineering (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Social Sciences"
32;21100900379;"IEEE Robotics and Automation Letters";journal;"23773766";2,119;Q1;104;1093;3600;34552;21816;3595;5,46;31,61;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
33;4000148905;"IEEE Computational Intelligence Magazine";journal;"1556603X";2,085;Q1;71;48;125;1400;684;77;6,20;29,17;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2006-2023";"Artificial Intelligence (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
34;24363;"Journal of Intelligent Manufacturing";journal;"15728145, 09565515";2,071;Q1;104;351;400;20495;4585;393;8,96;58,39;Netherlands;Western Europe;"Springer Netherlands";"1990-2023";"Artificial Intelligence (Q1); Industrial and Manufacturing Engineering (Q1); Software (Q1)";"Computer Science; Engineering"
35;23675;"Artificial Intelligence";journal;"00043702";2,042;Q1;168;142;309;8968;2352;306;8,77;63,15;Netherlands;Western Europe;"Elsevier B.V.";"1970-2023";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
36;24777;"Minds and Machines";journal;"09246495, 15728641";1,945;Q1;51;38;95;2358;1112;86;4,78;62,05;Netherlands;Western Europe;"Springer Netherlands";"1991-2023";"Artificial Intelligence (Q1); Philosophy (Q1)";"Arts and Humanities; Computer Science"
37;22478;"Journal of Memory and Language";journal;"10960821, 0749596X";1,942;Q1;172;38;171;2877;809;168;3,32;75,71;United States;Northern America;"Academic Press Inc.";"1985-2024";"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)";"Computer Science; Psychology; Social Sciences"
38;21101024053;"Big Data Mining and Analytics";journal;"20960654";1,933;Q1;38;41;74;1894;875;73;11,80;46,20;China;Asiatic Region;"Institute of Electrical and Electronics Engineers Inc.";"2018-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
39;21101064700;"IACR Transactions on Cryptographic Hardware and Embedded Systems";journal;"25692925";1,926;Q1;42;80;238;3621;1318;238;4,56;45,26;Germany;Western Europe;"Ruhr-University of Bochum";"2018-2023";"Artificial Intelligence (Q1); Computer Graphics and Computer-Aided Design (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
40;21100976672;"IEEE Transactions on Emerging Topics in Computational Intelligence";journal;"2471285X";1,894;Q1;41;172;241;7254;1596;232;6,14;42,17;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017-2023";"Artificial Intelligence (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Control and Optimization (Q1)";"Computer Science; Mathematics"
41;19700190323;"ACM Transactions on Intelligent Systems and Technology";journal;"21576912, 21576904";1,882;Q1;78;110;264;7074;1822;258;5,89;64,31;United States;Northern America;"Association for Computing Machinery (ACM)";"2010-2023";"Artificial Intelligence (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
42;24201;"Expert Systems with Applications";journal;"09574174";1,875;Q1;271;2272;4192;128885;41492;4192;9,29;56,73;United Kingdom;Western Europe;"Elsevier Ltd";"1990-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1)";"Computer Science; Engineering"
43;21100901150;"Data Science and Engineering";journal;"23641541, 23641185";1,836;Q1;28;34;89;1470;554;83;7,23;43,24;Germany;Western Europe;"Springer";"2016-2023";"Artificial Intelligence (Q1); Computational Mechanics (Q1); Computer Science Applications (Q1); Information Systems (Q1); Software (Q1)";"Computer Science; Engineering"
44;24807;"Neurocomputing";journal;"09252312, 18728286";1,815;Q1;196;975;4641;57031;33170;4590;6,79;58,49;Netherlands;Western Europe;"Elsevier B.V.";"1989-2023";"Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Science Applications (Q1)";"Computer Science; Neuroscience"
45;145544;"Journal of Semantics";journal;"01675133, 14774593";1,805;Q1;48;5;57;313;110;57;1,93;62,60;United Kingdom;Western Europe;"Oxford University Press";"1982-1986, 1990-2023";"Artificial Intelligence (Q1); Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1)";"Arts and Humanities; Computer Science; Social Sciences"
46;21101093601;"IEEE Transactions on Artificial Intelligence";journal;"26914581";1,771;Q1;19;312;154;7780;1075;153;5,94;24,94;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1)";"Computer Science"
47;24182;"Engineering Applications of Artificial Intelligence";journal;"09521976";1,749;Q1;137;1554;1209;92424;11904;1206;9,22;59,47;United Kingdom;Western Europe;"Elsevier Ltd";"1988-2024";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
48;23640;"Advanced Engineering Informatics";journal;"14740346";1,731;Q1;110;378;650;22451;6399;644;9,16;59,39;United Kingdom;Western Europe;"Elsevier Ltd";"2002-2023";"Artificial Intelligence (Q1); Information Systems (Q1)";"Computer Science"
49;24140;"Artificial Intelligence in Medicine";journal;"09333657, 18732860";1,723;Q1;110;180;437;11318;4081;431;7,50;62,88;Netherlands;Western Europe;"Elsevier B.V.";"1989-2023";"Artificial Intelligence (Q1); Medicine (miscellaneous) (Q1)";"Computer Science; Medicine"
50;24775;"Machine Learning";journal;"15730565, 08856125";1,720;Q1;169;219;368;11327;2427;356;5,09;51,72;Netherlands;Western Europe;"Springer Netherlands";"1986-2023";"Artificial Intelligence (Q1); Software (Q1)";"Computer Science"
51;13017;"Physics of Life Reviews";journal;"18731457, 15710645";1,720;Q1;74;192;183;7016;477;35;3,07;36,54;Netherlands;Western Europe;"Elsevier B.V.";"2004-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Artificial Intelligence (Q1); Physics and Astronomy (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Computer Science; Physics and Astronomy"
52;21101072017;"Machine Intelligence Research";journal;"2731538X, 27315398";1,681;Q1;11;59;34;4660;237;32;6,97;78,98;China;Asiatic Region;"Chinese Academy of Sciences";"2022-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Systems Engineering (Q1); Modeling and Simulation (Q1); Signal Processing (Q1)";"Computer Science; Engineering; Mathematics"
53;21101017498;"Journal of Healthcare Informatics Research";journal;"2509498X";1,664;Q1;17;23;64;1417;532;63;7,68;61,61;Switzerland;Western Europe;"Springer International Publishing";"2017-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Health Informatics (Q1); Information Systems (Q1)";"Computer Science; Medicine"
54;21101058910;"Internet of Things (Netherlands)";journal;"25426605";1,642;Q1;52;352;377;20642;3465;368;8,73;58,64;Netherlands;Western Europe;"Elsevier B.V.";"2018-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Management of Technology and Innovation (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Engineering"
55;25456;"Proceedings - IEEE International Conference on Robotics and Automation";conference and proceedings;"10504729";1,620;-;222;1343;3391;46644;14249;3386;3,83;34,73;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1984-1985, 1988-1989, 1991-2023";"Artificial Intelligence; Control and Systems Engineering; Electrical and Electronic Engineering; Software";"Computer Science; Engineering"
56;24330;"Journal of Artificial Intelligence Research";journal;"10769757";1,614;Q1;136;99;306;7114;2027;306;6,98;71,86;United States;Northern America;"Morgan Kaufmann Publishers, Inc.";"1993, 1996-2023";"Artificial Intelligence (Q1)";"Computer Science"
57;21100940460;"Network Neuroscience";journal;"24721751";1,574;Q1;31;68;121;5650;512;119;3,27;83,09;United States;Northern America;"MIT Press Journals";"2017-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computer Science Applications (Q1); Neuroscience (miscellaneous) (Q1)";"Computer Science; Mathematics; Neuroscience"
58;21101070922;"IEEE Transactions on Biometrics, Behavior, and Identity Science";journal;"26376407";1,560;Q1;24;60;134;2773;823;123;5,79;46,22;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Instrumentation (Q1)";"Computer Science; Physics and Astronomy"
59;21101145520;"Cyborg and Bionic Systems";journal;"20971087, 26927632";1,508;Q1;17;50;56;2934;517;54;9,23;58,68;United States;Northern America;"American Association for the Advancement of Science";"2020-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering"
60;21101039775;"Machine Learning: Science and Technology";journal;"26322153";1,506;Q1;31;197;296;11307;1965;296;6,58;57,40;United Kingdom;Western Europe;"Institute of Physics Publishing";"2020-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
61;13880;"Artificial Intelligence and Law";journal;"09248463, 15728382";1,501;Q1;49;64;59;3940;347;58;5,71;61,56;Netherlands;Western Europe;"";"1992-1993, 1995-2023";"Artificial Intelligence (Q1); Law (Q1)";"Computer Science; Social Sciences"
62;24207;"Fuzzy Optimization and Decision Making";journal;"15732908, 15684539";1,457;Q1;64;32;72;1151;463;72;6,77;35,97;United States;Northern America;"Springer New York";"2002-2023";"Artificial Intelligence (Q1); Logic (Q1); Software (Q1)";"Computer Science; Mathematics"
63;21101042196;"Artificial Intelligence in Agriculture";journal;"25897217";1,453;Q1;18;27;55;1583;863;55;12,63;58,63;China;Asiatic Region;"KeAi Communications Co.";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)";"Agricultural and Biological Sciences; Computer Science; Engineering"
64;21101092534;"Data Science and Management";journal;"26667649";1,432;Q1;13;24;45;1290;405;41;9,00;53,75;China;Asiatic Region;"KeAi Communications Co.";"2021-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management Science and Operations Research (Q1)";"Business, Management and Accounting; Computer Science; Decision Sciences"
65;12872;"Cognitive Psychology";journal;"10955623, 00100285";1,419;Q1;134;33;83;2784;277;82;3,18;84,36;United States;Northern America;"Academic Press Inc.";"1970-2023";"Artificial Intelligence (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)";"Computer Science; Psychology; Social Sciences"
66;21101048344;"Granular Computing";journal;"23644974, 23644966";1,415;Q1;46;106;171;5388;1275;170;8,34;50,83;Switzerland;Western Europe;"Springer International Publishing";"2016-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
67;18016;"Autonomous Robots";journal;"15737527, 09295593";1,410;Q1;129;89;201;4486;983;196;4,97;50,40;Netherlands;Western Europe;"Springer Netherlands";"1994-2023";"Artificial Intelligence (Q1)";"Computer Science"
68;24825;"Pattern Recognition Letters";journal;"01678655";1,400;Q1;181;291;1163;9756;6861;1129;4,97;33,53;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
69;26801;"Computational Linguistics";journal;"08912017, 15309312";1,367;Q1;115;24;82;2265;791;81;9,52;94,38;United States;Northern America;"MIT Press Journals";"1985, 1996-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
70;21101155822;"Neuromorphic Computing and Engineering";journal;"26344386";1,366;Q1;13;66;92;3835;583;91;6,34;58,11;United Kingdom;Western Europe;"Institute of Physics";"2021-2023";"Artificial Intelligence (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Hardware and Architecture (Q1)";"Computer Science; Engineering; Materials Science"
71;21101078838;"Computers in Human Behavior Reports";journal;"24519588";1,365;Q1;22;81;209;5971;1446;207;6,45;73,72;United Kingdom;Western Europe;"Elsevier B.V.";"2020-2023";"Applied Psychology (Q1); Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Neuroscience (miscellaneous) (Q1)";"Computer Science; Neuroscience; Psychology"
72;21100826426;"Internet of Things";book series;"21991073, 21991081";1,365;Q1;24;118;367;4126;738;1;1,52;34,97;Switzerland;Western Europe;"Springer International Publishing AG";"2014, 2016-2023";"Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Instrumentation (Q1); Signal Processing (Q1)";"Computer Science; Physics and Astronomy"
73;21100979314;"ACM Transactions on Human-Robot Interaction";journal;"25739522";1,342;Q1;22;54;108;4920;587;107;4,62;91,11;United States;Northern America;"Association for Computing Machinery (ACM)";"2018-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1)";"Computer Science"
74;21101068929;"Smart Cities";journal;"26246511";1,326;Q1;32;152;239;11445;2147;234;10,13;75,30;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2023";"Artificial Intelligence (Q1); Electrical and Electronic Engineering (Q1); Urban Studies (Q1)";"Computer Science; Engineering; Social Sciences"
75;21100970248;"CAAI Transactions on Intelligence Technology";journal;"24686557, 24682322";1,322;Q1;34;158;144;7974;1158;139;8,89;50,47;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2017-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1)";"Computer Science"
76;21101095931;"Complex and Intelligent Systems";journal;"21994536, 21986053";1,321;Q1;46;495;571;24360;4311;561;7,34;49,21;Switzerland;Western Europe;"Springer International Publishing AG";"2019-2023";"Artificial Intelligence (Q1); Computational Mathematics (Q1); Engineering (miscellaneous) (Q1); Information Systems (Q1)";"Computer Science; Engineering; Mathematics"
77;21100784665;"IEEE Transactions on Cognitive and Developmental Systems";journal;"23798920, 23798939";1,302;Q1;55;270;315;10091;1484;306;4,82;37,37;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Software (Q1)";"Computer Science"
78;24305;"International Journal of Intelligent Systems";journal;"1098111X, 08848173";1,264;Q1;106;179;848;9718;5227;846;5,81;54,29;United Kingdom;Western Europe;"Wiley-Hindawi";"1986-2023";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
79;24800;"Neural Computing and Applications";journal;"09410643, 14333058";1,256;Q2;130;1527;3515;75143;23116;3464;6,08;49,21;United Kingdom;Western Europe;"Springer London";"1993-2023";"Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
80;21100803572;"Systems Science and Control Engineering";journal;"21642583";1,248;Q2;33;42;247;1348;1524;245;3,38;32,10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Control and Optimization (Q1); Control and Systems Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering; Mathematics"
81;23674;"Applied Intelligence";journal;"0924669X, 15737497";1,193;Q2;95;1737;1854;84196;11420;1847;6,27;48,47;Netherlands;Western Europe;"Springer Netherlands";"1991-2023";"Artificial Intelligence (Q2)";"Computer Science"
82;25621;"Journal of Parallel and Distributed Computing";journal;"07437315, 10960848";1,187;Q2;104;125;500;5699;2587;490;4,74;45,59;United States;Northern America;"Academic Press Inc.";"1984-2024";"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Software (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
83;18197;"Integrated Computer-Aided Engineering";journal;"10692509, 18758835";1,186;Q2;49;20;81;1251;414;71;5,10;62,55;Netherlands;Western Europe;"IOS Press BV";"1993-2023";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Software (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
84;36450;"Design Studies";journal;"0142694X";1,180;Q2;111;34;99;2193;482;96;4,53;64,50;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2023";"Architecture (Q1); Arts and Humanities (miscellaneous) (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
85;21100285028;"IEEE Transactions on Human-Machine Systems";journal;"21682291";1,139;Q2;138;102;250;4867;1255;250;4,45;47,72;United States;Northern America;"IEEE Systems, Man, and Cybernetics Society";"2013-2023";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Artificial Intelligence (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Social Sciences"
