Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
1;110561;"Proceedings of the IEEE International Conference on Computer Vision";conference and proceedings;"15505499";12,263;-;356;1607;1987;91756;38161;1983;19,21;57,10;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1988, 1995, 1998-1999, 2001, 2003, 2005, 2007, 2009, 2011, 2013, 2015-2017, 2019, 2021";"Computer Vision and Pattern Recognition; Software";"Computer Science"
2;24212;"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition";conference and proceedings;"10636919";10,331;-;531;1613;5199;91574;135771;5194;21,76;56,77;United States;Northern America;"IEEE Computer Society";"1992, 1994, 1996-2001, 2003-2004, 2006-2007, 2010-2022";"Computer Vision and Pattern Recognition; Software";"Computer Science"
3;21101101212;"AI Open";journal;"26666510";8,119;Q1;16;21;46;1045;1720;44;18,17;49,76;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
4;72242;"International Journal of Computer Vision";journal;"09205691, 15731405";6,668;Q1;221;218;471;15857;8320;457;16,03;72,74;Netherlands;Western Europe;"Springer Netherlands";"1987-2023";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)";"Computer Science"
5;24254;"IEEE Transactions on Pattern Analysis and Machine Intelligence";journal;"01628828";6,158;Q1;417;1132;1248;79813;26320;1236;19,32;70,51;United States;Northern America;"IEEE Computer Society";"1978-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)";"Computer Science; Mathematics"
6;21101007236;"Nature Machine Intelligence";journal;"25225839";5,940;Q1;67;176;428;8504;7872;304;14,59;48,32;Switzerland;Western Europe;"Springer International Publishing";"2019-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
7;5100155078;"Foundations and Trends in Computer Graphics and Vision";journal;"15722740";4,952;Q1;27;2;7;375;145;7;7,50;187,50;United States;Northern America;"Now Publishers Inc";"2005-2007, 2009-2016, 2018-2023";"Computer Vision and Pattern Recognition (Q1)";"Computer Science"
8;21100869486;"Computational Visual Media";journal;"20960662, 20960433";4,608;Q1;27;63;110;3855;1648;106;19,84;61,19;China;Asiatic Region;"Tsinghua University Press";"2015-2023";"Artificial Intelligence (Q1); Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1)";"Computer Science"
9;17271;"Medical Image Analysis";journal;"13618415, 13618423";4,112;Q1;171;273;813;19887;11160;809;12,77;72,85;Netherlands;Western Europe;"Elsevier B.V.";"1996-2024";"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
10;24823;"Pattern Recognition";journal;"00313203";2,732;Q1;245;776;1594;35674;15242;1591;9,32;45,97;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2024";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
11;21100900379;"IEEE Robotics and Automation Letters";journal;"23773766";2,119;Q1;104;1093;3600;34552;21816;3595;5,46;31,61;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2016-2023";"Artificial Intelligence (Q1); Biomedical Engineering (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1)";"Computer Science; Engineering; Mathematics"
12;25535;"IEEE Transactions on Visualization and Computer Graphics";journal;"10772626";2,056;Q1;166;682;1138;28192;6481;1113;5,08;41,34;United States;Northern America;"IEEE Computer Society";"1995-2023";"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
13;21101072017;"Machine Intelligence Research";journal;"2731538X, 27315398";1,681;Q1;11;59;34;4660;237;32;6,97;78,98;China;Asiatic Region;"Chinese Academy of Sciences";"2022-2023";"Applied Mathematics (Q1); Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Systems Engineering (Q1); Modeling and Simulation (Q1); Signal Processing (Q1)";"Computer Science; Engineering; Mathematics"
14;21101070922;"IEEE Transactions on Biometrics, Behavior, and Identity Science";journal;"26376407";1,560;Q1;24;60;134;2773;823;123;5,79;46,22;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2019-2023";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Instrumentation (Q1)";"Computer Science; Physics and Astronomy"
15;23607;"Computerized Medical Imaging and Graphics";journal;"18790771, 08956111";1,459;Q1;93;122;269;6305;1925;267;6,72;51,68;United Kingdom;Western Europe;"Elsevier Ltd";"1988-2023";"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)";"Computer Science; Health Professions; Medicine"
16;24161;"Computer Vision and Image Understanding";journal;"10773142, 1090235X";1,420;Q1;152;175;299;10176;1682;296;5,48;58,15;United States;Northern America;"Academic Press Inc.";"1993-2023";"Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
17;130138;"International Journal on Document Analysis and Recognition";journal;"14332825, 14332833";1,409;Q1;59;38;68;1791;256;65;3,26;47,13;Germany;Western Europe;"Springer Verlag";"1998-2023";"Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Software (Q1)";"Computer Science"
18;24825;"Pattern Recognition Letters";journal;"01678655";1,400;Q1;181;291;1163;9756;6861;1129;4,97;33,53;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
19;21100970248;"CAAI Transactions on Intelligence Technology";journal;"24686557, 24682322";1,322;Q1;34;158;144;7974;1158;139;8,89;50,47;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2017-2023";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1)";"Computer Science"
20;23486;"Computing and Visualization in Science";journal;"14329360, 14330369";1,237;Q1;48;0;17;0;46;16;0,00;0,00;Germany;Western Europe;"Springer Verlag";"1997-2013, 2015-2020";"Computational Theory and Mathematics (Q1); Computer Vision and Pattern Recognition (Q1); Engineering (miscellaneous) (Q1); Modeling and Simulation (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Engineering; Mathematics"
21;25549;"Image and Vision Computing";journal;"02628856";1,204;Q1;144;175;420;9841;2388;413;5,26;56,23;United Kingdom;Western Europe;"Elsevier Ltd";"1983-2023";"Computer Vision and Pattern Recognition (Q1); Electrical and Electronic Engineering (Q1); Signal Processing (Q1)";"Computer Science; Engineering"
22;19400158515;"Cognitive Computation";journal;"18669964, 18669956";1,179;Q1;67;160;368;8341;2206;357;5,79;52,13;United States;Northern America;"Springer New York";"2009-2023";"Cognitive Neuroscience (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1)";"Computer Science; Neuroscience"
23;66854;"IEEE International Conference on Intelligent Robots and Systems";conference and proceedings;"21530858";1,094;-;150;1197;3282;36797;9532;3278;2,26;30,74;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1988-1990, 1992-2003, 2006-2007, 2011-2022";"Computer Science Applications; Computer Vision and Pattern Recognition; Control and Systems Engineering; Software";"Computer Science; Engineering"
24;25548;"Signal Processing";journal;"01651684";1,065;Q1;161;392;1148;16514;5295;1146;4,24;42,13;Netherlands;Western Europe;"Elsevier B.V.";"1979-2024";"Computer Vision and Pattern Recognition (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Software (Q1); Signal Processing (Q2)";"Computer Science; Engineering"
25;21100792090;"Journal of Artificial Intelligence and Soft Computing Research";journal;"24496499, 20832567";1,003;Q1;28;25;60;1145;218;60;3,73;45,80;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2013-2023";"Computer Vision and Pattern Recognition (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Modeling and Simulation (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
26;19700177336;"International Journal of Machine Learning and Cybernetics";journal;"1868808X, 18688071";0,988;Q1;65;321;648;15430;3059;643;4,05;48,07;United States;Northern America;"Springer Science + Business Media";"2010-2023";"Computer Vision and Pattern Recognition (Q1); Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
27;21101051831;"Intelligent Systems with Applications";journal;"26673053";0,959;Q1;18;139;113;7413;744;113;5,81;53,33;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Computer Vision and Pattern Recognition (Q1); Artificial Intelligence (Q2); Signal Processing (Q2)";"Computer Science"
28;21101049065;"International Journal of Interactive Multimedia and Artificial Intelligence";journal;"19891660";0,904;Q2;23;63;194;2654;706;180;3,37;42,13;Spain;Western Europe;"Universidad Internacional de la Rioja";"2019-2023";"Statistics and Probability (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Signal Processing (Q2)";"Computer Science; Mathematics"
29;4700152490;"International journal of computer assisted radiology and surgery";journal;"18616410, 18616429";0,853;Q2;66;247;650;6327;2274;639;3,10;25,62;Germany;Western Europe;"Springer Verlag";"2006-2023";"Computer Graphics and Computer-Aided Design (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Surgery (Q1); Biomedical Engineering (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Health Informatics (Q2); Medicine (miscellaneous) (Q2)";"Computer Science; Engineering; Medicine"
30;13803;"Signal Processing: Image Communication";journal;"09235965";0,852;Q2;99;110;527;5691;2396;522;4,22;51,74;Netherlands;Western Europe;"Elsevier B.V.";"1989-2023";"Electrical and Electronic Engineering (Q1); Computer Vision and Pattern Recognition (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering"
31;24306;"Digital Signal Processing: A Review Journal";journal;"10954333, 10512004";0,799;Q2;90;360;941;15750;3286;935;3,54;43,75;United States;Northern America;"Elsevier Inc.";"1991-2023";"Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2); Statistics, Probability and Uncertainty (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
32;25028;"Computers and Graphics";journal;"00978493";0,791;Q2;82;229;468;10845;1211;399;2,59;47,36;United Kingdom;Western Europe;"Elsevier Ltd";"1975-1980, 1982-2023";"Engineering (miscellaneous) (Q1); Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering"
33;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";0,783;Q2;64;115;298;5390;1213;295;4,72;46,87;United Kingdom;Western Europe;"Springer London";"1998-2023";"Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2)";"Computer Science"
34;26146;"Visual Computer";journal;"14322315, 01782789";0,778;Q2;75;675;694;33286;3074;668;4,27;49,31;Germany;Western Europe;"Springer Verlag";"1985-2023";"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Software (Q2)";"Computer Science"
35;23671;"Speech Communication";journal;"01676393";0,769;Q2;117;85;219;5221;955;219;3,68;61,42;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Communication (Q1); Linguistics and Language (Q1); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Mathematics; Social Sciences"
36;21101062832;"Frontiers in Computer Science";journal;"26249898";0,746;Q2;21;177;354;9851;1100;324;2,76;55,66;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Computer Science (miscellaneous) (Q1); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2)";"Computer Science"
37;21100900151;"Journal of Imaging";journal;"2313433X";0,717;Q2;43;282;749;14134;2935;740;3,48;50,12;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2015-2023";"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Radiology, Nuclear Medicine and Imaging (Q2)";"Computer Science; Engineering; Medicine"
38;35932;"International Journal of Imaging Systems and Technology";journal;"10981098, 08999457";0,706;Q2;57;148;408;6586;1838;405;4,55;44,50;United States;Northern America;"John Wiley and Sons Inc.";"1989-1992, 1994-2023";"Biomedical Engineering (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Health Informatics (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Software (Q2)";"Computer Science; Engineering; Materials Science; Medicine"
39;28501;"Journal of Mathematical Imaging and Vision";journal;"09249907, 15737683";0,684;Q2;81;48;197;2167;397;192;1,35;45,15;Netherlands;Western Europe;"Springer Netherlands";"1992-2023";"Applied Mathematics (Q2); Computer Vision and Pattern Recognition (Q2); Condensed Matter Physics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics; Physics and Astronomy"
40;25592;"Journal of Visual Communication and Image Representation";journal;"10473203, 10959076";0,671;Q2;96;237;597;11873;2045;597;3,39;50,10;United States;Northern America;"Academic Press Inc.";"1990-2023";"Media Technology (Q1); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
41;12984;"Machine Vision and Applications";journal;"14321769, 09328092";0,657;Q2;77;128;292;6073;1015;289;3,24;47,45;Germany;Western Europe;"Springer Verlag";"1988-2023";"Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Hardware and Architecture (Q2); Software (Q2)";"Computer Science"
